sensor_temp,vibration_freq,pressure_psi,machine_failure
82.90360006580838,62.731994758336356,145.16948755453046,1
91.08491648678078,58.20728736218695,121.60928799144868,0
88.67199798775388,52.74918416481649,115.59852896530032,0
84.68528629796316,58.994806140666824,114.00862828520974,0
100.09523992698854,58.82064267733161,97.30080796263341,1
55.33246931259269,65.2439721983562,100.43176650623836,0
90.09887247921195,61.546952212299104,139.27375177312626,0
92.17738706658979,68.06155763951774,112.89175695321421,0
96.4696286825517,65.98744270019087,120.33101551405295,0
84.35128558946639,57.71752195247952,89.33504285698388,0
87.07920067383958,51.02435401690066,100.22861946306742,0
94.85948383314721,66.9278761697074,129.14718779812128,0
99.9116640428018,66.79692611615371,125.6656764017075,0
81.99464014821231,53.16894204548887,146.30062798086473,1
87.6697578312756,67.54620009913751,140.1443449744684,1
101.78573964348757,61.91058585296259,116.53933541272765,1
63.75972924121149,60.803427490628266,127.09430347069906,0
78.09987400185415,68.07391627123664,115.25094835645389,0
99.65835978602964,66.72342586615308,150.82214727957972,1
95.92537833608303,63.256654759976016,137.235220440786,0
90.22445210926695,62.36608532905991,122.54527636286628,0
80.5140312689088,63.08197145265179,123.00592177314527,0
76.18181501014581,57.99971283058737,141.6727543088971,1
79.08784380757626,59.724492751338396,128.6936677067077,0
100.48008220818693,55.488414227027285,143.37942025605128,1
78.71557310844653,58.334801121305404,87.0952811061169,0
86.01422964239657,58.16683060665534,126.91842392248198,0
77.46292355138254,56.823473151891676,112.26847702977922,0
93.42774030099027,60.68373251324232,146.3456698144199,1
79.61273719653559,58.38009574649711,143.19598030784744,1
84.02406109845586,62.51117360175987,120.4925371365196,0
68.16617866957174,51.88839693353117,143.03446468216546,1
68.8663176379506,59.433226029463505,146.7467177998876,1
85.07673193321506,60.65775820088748,121.1161000788922,0
71.74842844802238,58.446853800815596,157.07900658647787,1
106.05086639334502,59.138036500953845,119.52988270995417,1
64.38476887887751,52.073769946350716,116.78218574496137,0
76.99824701335896,61.78238552334746,132.98808882876514,0
85.16700867267551,63.23802991283535,114.69313903286529,0
81.34867062204215,62.46768647101884,121.2800966369234,0
