transaction_amount,velocity_1h,distance_from_home,location_risk_score,is_fraud
106.1981401219852,4,79.30732497943896,0.7616749053941836,0
32.217677054122504,2,49.81809418890411,0.5457030160329485,0
343.39258008020573,6,44.28344175436648,0.6276303549017879,0
38.79324558420645,3,21.812882542016133,0.9352503143943329,0
633.9052802456779,7,32.932599059904305,0.2990643096088431,0
556.3245138262753,10,45.48429223440403,0.35916393863395313,0
21.221661549834018,6,31.97672971243481,0.7177033617093369,0
37.50442254119634,16,59.91831483356085,0.6113055170553867,0
66.56180064940163,2,28.431294510429865,0.17853290453971482,0
109.09437804245077,17,11.29945365758563,0.3761473100104902,0
75.08768260002367,13,12.035712215060714,0.46783801312471496,0
348.8111389538898,1,0.2910338079251851,0.41938983796838936,0
128.73151540200308,6,17.902202290747688,0.1782748083220408,0
23.831410620463163,5,69.09871340440961,0.9244300917842623,0
11.104056129974026,13,79.0334635506835,0.7623187616939758,0
116.60391071935989,18,11.311637279244232,0.48135583210785227,0
17.251274904076308,12,159.76284414402312,0.6800610283068366,0
154.96458268951517,7,34.898217573996625,0.8972826721355218,0
37.256722746928,15,124.43293340177435,0.13617414236157122,0
39.58513631841901,3,61.339095243327804,0.2503730507069777,0
1.0857118173956262,16,64.08472287673942,0.542701247256645,0
120.73493888935667,1,4.443944420079181,0.7990103713523586,0
12.021446137542778,16,12.422499179501873,0.03625489544152738,0
148.22793093687255,12,0.44269568827667116,0.9840181501963605,0
67.70136721716385,19,62.961529007348304,0.45490660288239715,0
153.37731507097013,8,21.11314179679275,0.359231140621723,0
87.68934458438137,12,77.24165313021005,0.29272443783977187,0
8.602997365327102,15,20.695247676182586,0.17435670765087163,0
145.0949525668821,2,85.55519426053377,0.7915739089300279,0
7.23551084347682,17,7.003249004850567,0.9554141647460965,0
65.14328877493614,7,9.520095157429239,0.4136447548453982,0
18.916396977476804,13,20.842220846693465,0.9524206947534563,0
139.5678971053973,1,26.25361376100046,0.8237976154350342,0
242.57840812994348,6,21.43946145907111,0.4810511274763183,0
80.77192444643754,13,72.12144831939521,0.6740261791261327,0
74.89713434246481,11,5.098944912526971,0.43498417917046295,0
144.37675383423115,10,21.63285045067167,0.5587234082125524,0
0.5091753981575803,16,90.77392764358112,0.05804633701850381,0
249.80969724888303,17,3.4566303443764617,0.6962634753005331,0
21.995964668608828,17,142.66262111630311,0.05282464448413671,0
414.262453761291,4,214.57947826775995,0.8170849469196495,0
133.27685628743637,5,4.6369240333338775,0.8249469294605575,0
148.83321706433523,14,17.214210093911355,0.2370772875562146,0
